game_id,date,away_team,away_points,home_team,home_points,away_rest,home_rest,winning_team
131,2015-11-13,Houston Rockets,98.0,Denver Nuggets,107.0,1.0,1.0,Denver Nuggets
132,2015-11-13,Minnesota Timberwolves,103.0,Indiana Pacers,107.0,0.0,1.0,Indiana Pacers
133,2015-11-13,Portland Trail Blazers,100.0,Memphis Grizzlies,101.0,1.0,1.0,Memphis Grizzlies
134,2015-11-13,Cleveland Cavaliers,90.0,New York Knicks,84.0,2.0,1.0,Cleveland Cavaliers
135,2015-11-13,Philadelphia 76ers,85.0,Oklahoma City Thunder,102.0,1.0,2.0,Oklahoma City Thunder
136,2015-11-13,Utah Jazz,93.0,Orlando Magic,102.0,0.0,1.0,Orlando Magic
137,2015-11-13,Brooklyn Nets,109.0,Sacramento Kings,111.0,1.0,1.0,Sacramento Kings
138,2015-11-13,New Orleans Pelicans,81.0,Toronto Raptors,100.0,1.0,1.0,Toronto Raptors
139,2015-11-14,Brooklyn Nets,99.0,Golden State Warriors,107.0,0.0,1.0,Golden State Warriors
140,2015-11-14,Dallas Mavericks,110.0,Houston Rockets,98.0,0.0,0.0,Dallas Mavericks
141,2015-11-14,Detroit Pistons,96.0,Los Angeles Clippers,101.0,2.0,1.0,Los Angeles Clippers
142,2015-11-14,Cleveland Cavaliers,105.0,Milwaukee Bucks,108.0,0.0,2.0,Milwaukee Bucks
143,2015-11-14,Denver Nuggets,81.0,Phoenix Suns,105.0,0.0,1.0,Phoenix Suns
144,2015-11-14,Philadelphia 76ers,83.0,San Antonio Spurs,92.0,0.0,2.0,San Antonio Spurs
145,2015-11-14,Orlando Magic,99.0,Washington Wizards,108.0,0.0,3.0,Washington Wizards
146,2015-11-15,Utah Jazz,97.0,Atlanta Hawks,96.0,1.0,1.0,Utah Jazz
147,2015-11-15,Portland Trail Blazers,94.0,Charlotte Hornets,106.0,1.0,1.0,Charlotte Hornets
148,2015-11-15,Detroit Pistons,85.0,Los Angeles Lakers,97.0,0.0,1.0,Los Angeles Lakers
149,2015-11-15,Memphis Grizzlies,114.0,Minnesota Timberwolves,106.0,1.0,1.0,Memphis Grizzlies
150,2015-11-15,New Orleans Pelicans,87.0,New York Knicks,95.0,1.0,1.0,New York Knicks
151,2015-11-15,Boston Celtics,100.0,Oklahoma City Thunder,85.0,1.0,1.0,Boston Celtics
152,2015-11-15,Toronto Raptors,101.0,Sacramento Kings,107.0,1.0,1.0,Sacramento Kings
153,2015-11-16,Indiana Pacers,95.0,Chicago Bulls,96.0,2.0,2.0,Chicago Bulls
154,2015-11-16,Boston Celtics,111.0,Houston Rockets,95.0,0.0,1.0,Boston Celtics
155,2015-11-16,Oklahoma City Thunder,114.0,Memphis Grizzlies,122.0,0.0,0.0,Memphis Grizzlies
156,2015-11-16,Dallas Mavericks,92.0,Philadelphia 76ers,86.0,1.0,1.0,Dallas Mavericks
157,2015-11-16,Los Angeles Lakers,101.0,Phoenix Suns,120.0,0.0,1.0,Phoenix Suns
158,2015-11-16,Portland Trail Blazers,80.0,San Antonio Spurs,93.0,0.0,1.0,San Antonio Spurs
159,2015-11-17,Atlanta Hawks,88.0,Brooklyn Nets,90.0,1.0,2.0,Brooklyn Nets
160,2015-11-17,Cleveland Cavaliers,99.0,Detroit Pistons,104.0,2.0,1.0,Detroit Pistons
161,2015-11-17,Toronto Raptors,110.0,Golden State Warriors,115.0,1.0,2.0,Golden State Warriors
162,2015-11-17,Minnesota Timberwolves,103.0,Miami Heat,91.0,1.0,4.0,Minnesota Timberwolves
163,2015-11-17,Denver Nuggets,115.0,New Orleans Pelicans,98.0,2.0,1.0,Denver Nuggets
164,2015-11-17,Charlotte Hornets,94.0,New York Knicks,102.0,1.0,1.0,New York Knicks
165,2015-11-17,Milwaukee Bucks,86.0,Washington Wizards,115.0,2.0,2.0,Washington Wizards
166,2015-11-18,Sacramento Kings,97.0,Atlanta Hawks,103.0,2.0,0.0,Atlanta Hawks
167,2015-11-18,Dallas Mavericks,106.0,Boston Celtics,102.0,1.0,1.0,Dallas Mavericks
168,2015-11-18,Brooklyn Nets,111.0,Charlotte Hornets,116.0,0.0,0.0,Charlotte Hornets
169,2015-11-18,Portland Trail Blazers,103.0,Houston Rockets,108.0,1.0,1.0,Houston Rockets
170,2015-11-18,New Orleans Pelicans,103.0,Oklahoma City Thunder,110.0,0.0,1.0,Oklahoma City Thunder
171,2015-11-18,Minnesota Timberwolves,101.0,Orlando Magic,104.0,0.0,3.0,Orlando Magic
172,2015-11-18,Indiana Pacers,112.0,Philadelphia 76ers,85.0,1.0,1.0,Indiana Pacers
173,2015-11-18,Chicago Bulls,103.0,Phoenix Suns,97.0,1.0,1.0,Chicago Bulls
174,2015-11-18,Denver Nuggets,98.0,San Antonio Spurs,109.0,0.0,1.0,San Antonio Spurs
175,2015-11-18,Toronto Raptors,89.0,Utah Jazz,93.0,0.0,2.0,Utah Jazz
176,2015-11-19,Milwaukee Bucks,100.0,Cleveland Cavaliers,115.0,1.0,1.0,Cleveland Cavaliers
177,2015-11-19,Golden State Warriors,124.0,Los Angeles Clippers,117.0,1.0,4.0,Golden State Warriors
178,2015-11-19,Sacramento Kings,109.0,Miami Heat,116.0,0.0,1.0,Miami Heat
179,2015-11-20,Brooklyn Nets,95.0,Boston Celtics,120.0,1.0,1.0,Boston Celtics
180,2015-11-20,Philadelphia 76ers,88.0,Charlotte Hornets,113.0,1.0,1.0,Charlotte Hornets
181,2015-11-20,Utah Jazz,93.0,Dallas Mavericks,102.0,1.0,1.0,Dallas Mavericks
182,2015-11-20,Phoenix Suns,114.0,Denver Nuggets,107.0,1.0,1.0,Phoenix Suns
183,2015-11-20,Chicago Bulls,94.0,Golden State Warriors,106.0,1.0,0.0,Golden State Warriors
184,2015-11-20,Toronto Raptors,102.0,Los Angeles Lakers,91.0,1.0,3.0,Toronto Raptors
185,2015-11-20,Houston Rockets,84.0,Memphis Grizzlies,96.0,1.0,3.0,Memphis Grizzlies
186,2015-11-20,Detroit Pistons,96.0,Minnesota Timberwolves,86.0,2.0,1.0,Detroit Pistons
187,2015-11-20,San Antonio Spurs,90.0,New Orleans Pelicans,104.0,1.0,1.0,New Orleans Pelicans
188,2015-11-20,New York Knicks,93.0,Oklahoma City Thunder,90.0,2.0,1.0,New York Knicks
189,2015-11-20,Los Angeles Clippers,91.0,Portland Trail Blazers,102.0,0.0,1.0,Portland Trail Blazers
190,2015-11-21,Atlanta Hawks,97.0,Cleveland Cavaliers,109.0,2.0,1.0,Cleveland Cavaliers
191,2015-11-21,Washington Wizards,97.0,Detroit Pistons,95.0,3.0,0.0,Washington Wizards
192,2015-11-21,New York Knicks,107.0,Houston Rockets,102.0,0.0,0.0,New York Knicks
193,2015-11-21,Milwaukee Bucks,86.0,Indiana Pacers,123.0,1.0,2.0,Indiana Pacers
194,2015-11-21,Philadelphia 76ers,91.0,Miami Heat,96.0,0.0,1.0,Miami Heat
195,2015-11-21,Sacramento Kings,97.0,Orlando Magic,91.0,1.0,2.0,Sacramento Kings
196,2015-11-21,Memphis Grizzlies,82.0,San Antonio Spurs,92.0,0.0,0.0,San Antonio Spurs
197,2015-11-22,Boston Celtics,101.0,Brooklyn Nets,111.0,1.0,1.0,Brooklyn Nets
198,2015-11-22,Golden State Warriors,118.0,Denver Nuggets,105.0,1.0,1.0,Golden State Warriors
199,2015-11-22,Toronto Raptors,91.0,Los Angeles Clippers,80.0,1.0,1.0,Toronto Raptors
200,2015-11-22,Portland Trail Blazers,107.0,Los Angeles Lakers,93.0,1.0,1.0,Portland Trail Blazers
201,2015-11-22,Phoenix Suns,116.0,New Orleans Pelicans,122.0,1.0,1.0,New Orleans Pelicans
202,2015-11-22,Dallas Mavericks,114.0,Oklahoma City Thunder,117.0,1.0,1.0,Oklahoma City Thunder
203,2015-11-23,Sacramento Kings,122.0,Charlotte Hornets,127.0,1.0,2.0,Charlotte Hornets
204,2015-11-23,Orlando Magic,103.0,Cleveland Cavaliers,117.0,1.0,1.0,Cleveland Cavaliers
205,2015-11-23,New York Knicks,78.0,Miami Heat,95.0,1.0,1.0,Miami Heat
206,2015-11-23,Detroit Pistons,88.0,Milwaukee Bucks,109.0,1.0,1.0,Milwaukee Bucks
207,2015-11-23,Philadelphia 76ers,95.0,Minnesota Timberwolves,100.0,1.0,2.0,Minnesota Timberwolves
208,2015-11-23,Phoenix Suns,84.0,San Antonio Spurs,98.0,0.0,1.0,San Antonio Spurs
209,2015-11-23,Oklahoma City Thunder,111.0,Utah Jazz,89.0,0.0,2.0,Oklahoma City Thunder
210,2015-11-24,Boston Celtics,97.0,Atlanta Hawks,121.0,1.0,2.0,Atlanta Hawks
211,2015-11-24,Los Angeles Clippers,111.0,Denver Nuggets,94.0,1.0,1.0,Los Angeles Clippers
212,2015-11-24,Los Angeles Lakers,77.0,Golden State Warriors,111.0,1.0,1.0,Golden State Warriors
213,2015-11-24,Dallas Mavericks,96.0,Memphis Grizzlies,110.0,1.0,2.0,Memphis Grizzlies
214,2015-11-24,Chicago Bulls,93.0,Portland Trail Blazers,88.0,3.0,1.0,Chicago Bulls
215,2015-11-24,Indiana Pacers,123.0,Washington Wizards,106.0,2.0,2.0,Indiana Pacers
216,2015-11-25,Philadelphia 76ers,80.0,Boston Celtics,84.0,1.0,0.0,Boston Celtics
217,2015-11-25,Washington Wizards,87.0,Charlotte Hornets,101.0,0.0,1.0,Charlotte Hornets
218,2015-11-25,Miami Heat,81.0,Detroit Pistons,104.0,1.0,1.0,Detroit Pistons
219,2015-11-25,Memphis Grizzlies,102.0,Houston Rockets,93.0,0.0,3.0,Memphis Grizzlies
220,2015-11-25,Utah Jazz,102.0,Los Angeles Clippers,91.0,1.0,0.0,Utah Jazz
221,2015-11-25,Sacramento Kings,129.0,Milwaukee Bucks,118.0,1.0,1.0,Sacramento Kings
222,2015-11-25,Atlanta Hawks,95.0,Minnesota Timberwolves,99.0,0.0,1.0,Minnesota Timberwolves
223,2015-11-25,Brooklyn Nets,99.0,Oklahoma City Thunder,110.0,2.0,1.0,Oklahoma City Thunder
224,2015-11-25,New York Knicks,91.0,Orlando Magic,100.0,1.0,1.0,Orlando Magic
225,2015-11-25,New Orleans Pelicans,120.0,Phoenix Suns,114.0,2.0,1.0,New Orleans Pelicans
226,2015-11-25,Dallas Mavericks,83.0,San Antonio Spurs,88.0,0.0,1.0,San Antonio Spurs
227,2015-11-25,Cleveland Cavaliers,99.0,Toronto Raptors,103.0,1.0,2.0,Toronto Raptors
228,2015-11-27,Washington Wizards,78.0,Boston Celtics,111.0,1.0,1.0,Boston Celtics
229,2015-11-27,Cleveland Cavaliers,95.0,Charlotte Hornets,90.0,1.0,1.0,Cleveland Cavaliers
230,2015-11-27,San Antonio Spurs,91.0,Denver Nuggets,80.0,1.0,2.0,San Antonio Spurs
231,2015-11-27,Philadelphia 76ers,114.0,Houston Rockets,116.0,1.0,1.0,Houston Rockets
232,2015-11-27,Chicago Bulls,92.0,Indiana Pacers,104.0,2.0,2.0,Indiana Pacers
233,2015-11-27,New Orleans Pelicans,90.0,Los Angeles Clippers,111.0,1.0,1.0,Los Angeles Clippers
234,2015-11-27,Atlanta Hawks,116.0,Memphis Grizzlies,101.0,1.0,1.0,Atlanta Hawks
235,2015-11-27,Miami Heat,97.0,New York Knicks,78.0,1.0,1.0,Miami Heat
236,2015-11-27,Detroit Pistons,87.0,Oklahoma City Thunder,103.0,1.0,1.0,Oklahoma City Thunder
237,2015-11-27,Milwaukee Bucks,90.0,Orlando Magic,114.0,1.0,1.0,Orlando Magic
238,2015-11-27,Golden State Warriors,135.0,Phoenix Suns,116.0,2.0,1.0,Golden State Warriors
239,2015-11-27,Minnesota Timberwolves,101.0,Sacramento Kings,91.0,1.0,1.0,Minnesota Timberwolves
240,2015-11-28,Brooklyn Nets,88.0,Cleveland Cavaliers,90.0,2.0,0.0,Cleveland Cavaliers
241,2015-11-28,Denver Nuggets,81.0,Dallas Mavericks,92.0,0.0,2.0,Dallas Mavericks
242,2015-11-28,Sacramento Kings,101.0,Golden State Warriors,120.0,0.0,0.0,Golden State Warriors
243,2015-11-28,Los Angeles Lakers,96.0,Portland Trail Blazers,108.0,3.0,3.0,Portland Trail Blazers
244,2015-11-28,Atlanta Hawks,88.0,San Antonio Spurs,108.0,0.0,0.0,San Antonio Spurs
245,2015-11-28,New Orleans Pelicans,87.0,Utah Jazz,101.0,0.0,2.0,Utah Jazz
246,2015-11-28,Toronto Raptors,84.0,Washington Wizards,82.0,2.0,0.0,Toronto Raptors
247,2015-11-29,Detroit Pistons,83.0,Brooklyn Nets,87.0,1.0,0.0,Brooklyn Nets
248,2015-11-29,Milwaukee Bucks,82.0,Charlotte Hornets,87.0,1.0,1.0,Charlotte Hornets
249,2015-11-29,Minnesota Timberwolves,99.0,Los Angeles Clippers,107.0,1.0,1.0,Los Angeles Clippers
250,2015-11-29,Indiana Pacers,107.0,Los Angeles Lakers,103.0,1.0,0.0,Indiana Pacers
251,2015-11-29,Philadelphia 76ers,84.0,Memphis Grizzlies,92.0,1.0,1.0,Memphis Grizzlies
252,2015-11-29,Houston Rockets,116.0,New York Knicks,111.0,1.0,1.0,Houston Rockets
253,2015-11-29,Boston Celtics,91.0,Orlando Magic,110.0,1.0,1.0,Orlando Magic
254,2015-11-29,Phoenix Suns,107.0,Toronto Raptors,102.0,1.0,0.0,Phoenix Suns
255,2015-11-30,Oklahoma City Thunder,100.0,Atlanta Hawks,106.0,2.0,1.0,Atlanta Hawks
256,2015-11-30,San Antonio Spurs,89.0,Chicago Bulls,92.0,1.0,2.0,Chicago Bulls
257,2015-11-30,Houston Rockets,105.0,Detroit Pistons,116.0,0.0,0.0,Detroit Pistons
258,2015-11-30,Portland Trail Blazers,87.0,Los Angeles Clippers,102.0,1.0,0.0,Los Angeles Clippers
259,2015-11-30,Boston Celtics,105.0,Miami Heat,95.0,0.0,2.0,Boston Celtics
260,2015-11-30,Denver Nuggets,74.0,Milwaukee Bucks,92.0,1.0,0.0,Milwaukee Bucks
261,2015-11-30,Dallas Mavericks,98.0,Sacramento Kings,112.0,1.0,1.0,Sacramento Kings
