AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_STATE_CODE,LATITUDE,LONGITUDE
10158,ACY,"Atlantic City, NJ",NJ,39.4575,-74.57722222
10165,ADK,"Adak Island, AK",AK,51.88277778,-176.64472222
10165,ADK,"Adak Island, AK",AK,51.87805556,-176.64611111
10165,ADK,"Adak Island, AK",AK,51.87805556,-176.64583333
10165,ADK,"Adak Island, AK",AK,51.88361111,-176.6425
10167,ADM,"Ardmore, OK",OK,34.30305556,-97.01972222
10167,ADM,"Ardmore, OK",OK,34.30416667,-97.02055556
10170,ADQ,"Kodiak, AK",AK,57.75,-152.49388889
10171,ADS,"Dallas, TX",TX,32.96833333,-96.83611111
10171,ADS,"Dallas, TX",TX,32.96861111,-96.83638889
10172,ADW,"Camp Springs, MD",MD,38.81083333,-76.86722222
10172,ADW,"Camp Springs, MD",MD,38.81083333,-76.86694444
10172,ADW,"Camp Springs, MD",MD,38.81083333,-76.86694444
10176,AED,"Aleneva, AK",AK,58.03333333,-152.9
10184,AET,"Allakaket, AK",AK,66.56166667,-152.65833333
10184,AET,"Allakaket, AK",AK,66.55194444,-152.62222222
10185,AEX,"Alexandria, LA",LA,31.32416667,-92.54694444
10185,AEX,"Alexandria, LA",LA,31.3275,-92.54861111
10189,AFF,"Colorado Springs, CO",CO,38.96972222,-104.8125
10189,AFF,"Colorado Springs, CO",CO,38.96972222,-104.81277778
10189,AFF,"Colorado Springs, CO",CO,38.97416667,-104.81777778
10190,AFK,"Nebraska, NE",NE,40.60694444,-95.86583333
10190,AFK,"Nebraska, NE",NE,40.60555556,-95.86777778
10190,AFK,"Nebraska, NE",NE,40.60638889,-95.86666667
10190,AFK,"Nebraska, NE",NE,40.60666667,-95.86666667
10191,AFO,"Afton, WY",WY,42.71666667,-110.93333333
10191,AFO,"Afton, WY",WY,42.70888889,-110.94222222
10192,AFP,"Wadesboro, NC",NC,35.02388889,-80.08138889
10192,AFP,"Wadesboro, NC",NC,35.02055556,-80.07722222
10194,AFW,"Dallas/Fort Worth, TX",TX,32.98666667,-97.3175
10194,AFW,"Dallas/Fort Worth, TX",TX,32.98777778,-97.31888889
10194,AFW,"Dallas/Fort Worth, TX",TX,32.9875,-97.31888889
10198,AGC,"Pittsburgh, PA",PA,40.35472222,-79.93
10198,AGC,"Pittsburgh, PA",PA,40.35472222,-79.93
10198,AGC,"Pittsburgh, PA",PA,40.35444444,-79.93027778
10198,AGC,"Pittsburgh, PA",PA,40.35444444,-79.92916667
10204,AGN,"Angoon, AK",AK,57.50388889,-134.58333333
10208,AGS,"Augusta, GA",GA,33.36916667,-81.96444444
10208,AGS,"Augusta, GA",GA,33.36916667,-81.96444444
10208,AGS,"Augusta, GA",GA,33.37,-81.96444444
10215,AHD,"Ardmore, OK",OK,34.14694444,-97.12277778
10215,AHD,"Ardmore, OK",OK,34.14694444,-97.12277778
10216,AHN,"Athens, GA",GA,33.94833333,-83.32694444
10216,AHN,"Athens, GA",GA,33.94861111,-83.32638889
10216,AHN,"Athens, GA",GA,33.94861111,-83.32583333
10219,AHT,"Amchitka Island, AK",AK,51.37861111,179.25861111
10221,AIA,"Alliance, NE",NE,42.05166667,-102.80666667
10221,AIA,"Alliance, NE",NE,42.05333333,-102.80388889
10221,AIA,"Alliance, NE",NE,42.05333333,-102.80361111
10222,AIB,"Anita Bay, AK",AK,56.19,-132.44583333
10223,AID,"Anderson, IN",IN,40.10861111,-85.61305556
10223,AID,"Anderson, IN",IN,40.10861111,-85.61305556
10224,AIK,"Aiken, SC",SC,33.65,-81.68472222
10224,AIK,"Aiken, SC",SC,33.64944444,-81.685
10225,AIN,"Wainwright, AK",AK,70.63055556,-160.04305556
10225,AIN,"Wainwright, AK",AK,70.63805556,-159.99472222
10227,AIY,"Atlantic City, NJ",NJ,39.36,-74.46
10227,AIY,"Atlantic City, NJ",NJ,39.36,-74.45722222
10228,AIZ,"Lake of the Ozarks, MO",MO,38.09833333,-92.54722222
10228,AIZ,"Lake of the Ozarks, MO",MO,38.09611111,-92.54944444
10237,AKB,"Atka, AK",AK,52.22027778,-174.20694444
10237,AKB,"Atka, AK",AK,52.22055556,-174.20611111
10238,AKC,"Akron, OH",OH,41.0375,-81.46694444
10241,AKI,"Akiak, AK",AK,60.90555556,-161.22333333
10241,AKI,"Akiak, AK",AK,60.90277778,-161.23055556
10243,AKK,"Akhiok, AK",AK,56.945,-154.16666667
10243,AKK,"Akhiok, AK",AK,56.93861111,-154.1825
10245,AKN,"King Salmon, AK",AK,58.67777778,-156.65166667
10245,AKN,"King Salmon, AK",AK,58.67638889,-156.64861111
10246,AKO,"Akron, CO",CO,40.17555556,-103.22222222
10246,AKO,"Akron, CO",CO,40.17555556,-103.22194444
10247,AKP,"Anaktuvuk Pass, AK",AK,68.1375,-151.74
10247,AKP,"Anaktuvuk Pass, AK",AK,68.13361111,-151.74333333
10253,AL1,"Albertville, AL",AL,34.22916667,-86.25583333
10254,AL2,"Alabaster, AL",AL,33.17694444,-86.78277778
10254,AL2,"Alabaster, AL",AL,33.17777778,-86.78333333
10255,AL3,"Huntsville, AL",AL,34.86138889,-86.5575
10255,AL3,"Huntsville, AL",AL,34.85944444,-86.5575
10255,AL3,"Huntsville, AL",AL,34.85944444,-86.5575
10257,ALB,"Albany, NY",NY,42.74583333,-73.80527778
10257,ALB,"Albany, NY",NY,42.74916667,-73.80194444
10259,ALE,"Alpine, TX",TX,30.38416667,-103.68305556
10259,ALE,"Alpine, TX",TX,30.38416667,-103.68361111
10263,ALI,"Alice, TX",TX,27.74083333,-98.02722222
10263,ALI,"Alice, TX",TX,27.74083333,-98.02694444
10266,ALM,"Alamogordo, NM",NM,32.83972222,-105.99
10266,ALM,"Alamogordo, NM",NM,32.84,-105.99055556
10266,ALM,"Alamogordo, NM",NM,32.84138889,-105.98888889
10267,ALN,"Alton, IL",IL,38.89166667,-90.04833333
10267,ALN,"Alton, IL",IL,38.89,-90.04611111
10268,ALO,"Waterloo, IA",IA,42.55611111,-92.39972222
10268,ALO,"Waterloo, IA",IA,42.55694444,-92.40027778
10272,ALS,"Alamosa, CO",CO,37.43666667,-105.86666667
10272,ALS,"Alamosa, CO",CO,37.435,-105.86666667
10272,ALS,"Alamosa, CO",CO,37.435,-105.86777778
10275,ALW,"Walla Walla, WA",WA,46.09472222,-118.29111111
10275,ALW,"Walla Walla, WA",WA,46.09472222,-118.28888889
10275,ALW,"Walla Walla, WA",WA,46.09527778,-118.28583333
10276,ALX,"Alexander City, AL",AL,32.91666667,-85.96666667
10276,ALX,"Alexander City, AL",AL,32.91472222,-85.96305556
10278,ALZ,"Lazy Bay, AK",AK,56.89583333,-154.24583333
10279,AMA,"Amarillo, TX",TX,35.22722222,-101.72194444
10279,AMA,"Amarillo, TX",TX,35.22722222,-101.72194444
10279,AMA,"Amarillo, TX",TX,35.21944444,-101.70583333
10285,AMK,"Durango, CO",CO,37.20388889,-107.86861111
10285,AMK,"Durango, CO",CO,37.20305556,-107.86916667
10288,AMN,"Alma, MI",MI,43.32083333,-84.68666667
10288,AMN,"Alma, MI",MI,43.32222222,-84.68805556
10294,AMW,"Ames, IA",IA,41.99416667,-93.61833333
10294,AMW,"Ames, IA",IA,41.99194444,-93.62194444
10297,ANA,"Anaheim, CA",CA,33.81666667,-117.93333333
10298,ANB,"Anniston, AL",AL,33.59027778,-85.85583333
10298,ANB,"Anniston, AL",AL,33.58805556,-85.85805556
10298,ANB,"Anniston, AL",AL,33.58805556,-85.85805556
10299,ANC,"Anchorage, AK",AK,61.16916667,-149.98527778
10299,ANC,"Anchorage, AK",AK,61.17444444,-149.99611111
10299,ANC,"Anchorage, AK",AK,61.17444444,-149.99638889
10299,ANC,"Anchorage, AK",AK,61.17416667,-149.99805556
10300,AND,"Anderson, SC",SC,34.49361111,-82.71
10300,AND,"Anderson, SC",SC,34.49444444,-82.70944444
10304,ANI,"Aniak, AK",AK,61.58166667,-159.54305556
10307,ANN,"Annette, AK",AK,55.03694444,-131.57055556
10307,ANN,"Annette, AK",AK,55.0425,-131.57222222
10307,ANN,"Annette, AK",AK,55.04222222,-131.57083333
10309,ANP,"Annapolis, MD",MD,38.94277778,-76.56888889
10309,ANP,"Annapolis, MD",MD,38.94277778,-76.56833333
10313,ANV,"Anvik, AK",AK,62.64777778,-160.18888889
10313,ANV,"Anvik, AK",AK,62.64722222,-160.19
10317,AOH,"Lima, OH",OH,40.70833333,-84.02666667
10317,AOH,"Lima, OH",OH,40.70833333,-84.02694444
10322,AOO,"Altoona, PA",PA,40.29722222,-78.32
10322,AOO,"Altoona, PA",PA,40.29638889,-78.32
10324,AOS,"Amook Bay, AK",AK,57.45472222,-153.81305556
10325,APA,"Denver, CO",CO,39.57277778,-104.84777778
10325,APA,"Denver, CO",CO,39.57277778,-104.84777778
10325,APA,"Denver, CO",CO,39.57027778,-104.84944444
10325,APA,"Denver, CO",CO,39.57,-104.84944444
10327,APC,"Napa, CA",CA,38.21222222,-122.28
10327,APC,"Napa, CA",CA,38.21305556,-122.28055556
10329,APF,"Naples, FL",FL,26.15277778,-81.77527778
10329,APF,"Naples, FL",FL,26.15222222,-81.77583333
10329,APF,"Naples, FL",FL,26.1525,-81.77555556
10330,APG,"Aberdeen, MD",MD,39.46611111,-76.16972222
10330,APG,"Aberdeen, MD",MD,39.46611111,-76.16888889
10333,APN,"Alpena, MI",MI,45.08166667,-83.55583333
10333,APN,"Alpena, MI",MI,45.07805556,-83.56027778
10336,APT,"Jasper, TN",TN,35.06055556,-85.58527778
10337,APV,"Apple Valley, CA",CA,34.52638889,-117.21277778
10337,APV,"Apple Valley, CA",CA,34.52638889,-117.21277778
10337,APV,"Apple Valley, CA",CA,34.57527778,-117.18611111
10344,AQY,"Girdwood, AK",AK,60.96666667,-149.12361111
10344,AQY,"Girdwood, AK",AK,60.96611111,-149.12583333
10344,AQY,"Girdwood, AK",AK,60.96888889,-149.11944444
10345,AR1,"Russellville, AR",AR,35.26472222,-93.09388889
10345,AR1,"Russellville, AR",AR,35.25916667,-93.09333333
10346,AR2,"Conway, AR",AR,35.08083333,-92.425
10346,AR2,"Conway, AR",AR,35.08111111,-92.42444444
10347,ARA,"New Iberia, LA",LA,30.03777778,-91.88388889
10347,ARA,"New Iberia, LA",LA,30.0375,-91.88388889
10347,ARA,"New Iberia, LA",LA,30.03777778,-91.88388889
10348,ARB,"Ann Arbor, MI",MI,42.22277778,-83.74444444
10348,ARB,"Ann Arbor, MI",MI,42.22305556,-83.74555556
10349,ARC,"Arctic Village, AK",AK,68.1375,-145.52444444
10349,ARC,"Arctic Village, AK",AK,68.11472222,-145.57944444
10351,ARE,"Arecibo, PR",PR,18.45027778,-66.67583333
10351,ARE,"Arecibo, PR",PR,18.45,-66.67527778
10351,ARE,"Arecibo, PR",PR,18.45083333,-66.67555556
10352,ARG,"Walnut Ridge, AR",AR,36.125,-90.92638889
10352,ARG,"Walnut Ridge, AR",AR,36.12472222,-90.925
10361,ART,"Watertown, NY",NY,43.99083333,-76.02138889
10361,ART,"Watertown, NY",NY,43.99194444,-76.02055556
10363,ARV,"Minocqua/Woodruff, WI",WI,45.92805556,-89.73083333
10365,ARX,"Asbury Park, NJ",NJ,40.18333333,-74.11666667
10372,ASE,"Aspen, CO",CO,39.22416667,-106.86888889
10372,ASE,"Aspen, CO",CO,39.22305556,-106.86888889
10372,ASE,"Aspen, CO",CO,39.22194444,-106.86833333
10374,ASH,"Nashua, NH",NH,42.77888889,-71.50944444
10374,ASH,"Nashua, NH",NH,42.77888889,-71.50944444
10374,ASH,"Nashua, NH",NH,42.78166667,-71.51472222
10374,ASH,"Nashua, NH",NH,42.7825,-71.51416667
10378,ASL,"Marshall, TX",TX,32.52166667,-94.30805556
10378,ASL,"Marshall, TX",TX,32.52055556,-94.30777778
10380,ASN,"Talladega, AL",AL,33.56972222,-86.05083333
10380,ASN,"Talladega, AL",AL,33.56944444,-86.05111111
10383,ASQ,"Austin, NV",NV,39.46888889,-117.19611111
10383,ASQ,"Austin, NV",NV,39.46805556,-117.19527778
10383,ASQ,"Austin, NV",NV,39.46805556,-117.1975
10385,AST,"Astoria/Seaside, OR",OR,46.15972222,-123.88
10385,AST,"Astoria/Seaside, OR",OR,46.15805556,-123.87861111
10388,ASX,"Ashland, WI",WI,46.54861111,-90.91861111
10388,ASX,"Ashland, WI",WI,46.54861111,-90.91888889
10389,ASY,"Ashley, ND",ND,46.02388889,-99.35277778
10389,ASY,"Ashley, ND",ND,46.02388889,-99.3525
10393,ATE,"Antlers, OK",OK,34.19277778,-95.64972222
10393,ATE,"Antlers, OK",OK,34.1925,-95.64972222
10396,ATK,"Atqasuk, AK",AK,70.4675,-157.45194444
10396,ATK,"Atqasuk, AK",AK,70.46722222,-157.43583333
10396,ATK,"Atqasuk, AK",AK,70.46722222,-157.43555556
10397,ATL,"Atlanta, GA",GA,33.64083333,-84.42722222
10397,ATL,"Atlanta, GA",GA,33.64083333,-84.42722222
10397,ATL,"Atlanta, GA",GA,33.64083333,-84.42722222
10397,ATL,"Atlanta, GA",GA,33.63666667,-84.42805556
10397,ATL,"Atlanta, GA",GA,33.63666667,-84.42777778
10400,ATO,"Athens, OH",OH,39.21083333,-82.23166667
10400,ATO,"Athens, OH",OH,39.21194444,-82.22916667
10400,ATO,"Athens, OH",OH,39.21194444,-82.22916667
10404,ATS,"Artesia, NM",NM,32.84833333,-104.46694444
10404,ATS,"Artesia, NM",NM,32.8525,-104.46777778
10404,ATS,"Artesia, NM",NM,32.85166667,-104.46722222
10405,ATT,"Atmautluak, AK",AK,60.8675,-162.27083333
10405,ATT,"Atmautluak, AK",AK,60.86722222,-162.27333333
10405,ATT,"Atmautluak, AK",AK,60.86777778,-162.27416667
10406,ATU,"Attu, AK",AK,52.82583333,173.17277778
10406,ATU,"Attu, AK",AK,52.8325,173.17555556
10408,ATW,"Appleton, WI",WI,44.25777778,-88.52
10408,ATW,"Appleton, WI",WI,44.25805556,-88.51916667
10408,ATW,"Appleton, WI",WI,44.25805556,-88.51916667
10409,ATY,"Watertown, SD",SD,44.90888889,-97.15416667
10409,ATY,"Watertown, SD",SD,44.90888889,-97.15416667
10409,ATY,"Watertown, SD",SD,44.91388889,-97.15472222
10414,AUG,"Augusta/Waterville, ME",ME,44.31805556,-69.79666667
10414,AUG,"Augusta/Waterville, ME",ME,44.32055556,-69.79722222
10416,AUK,"Alakanuk, AK",AK,62.68916667,-164.61083333
10416,AUK,"Alakanuk, AK",AK,62.68,-164.66
10416,AUK,"Alakanuk, AK",AK,62.68305556,-164.72222222
10417,AUM,"Austin/Albert Lea, MN",MN,43.66444444,-92.93388889
10417,AUM,"Austin/Albert Lea, MN",MN,43.66277778,-92.93305556
10418,AUN,"Auburn, CA",CA,38.95277778,-121.08194444
10418,AUN,"Auburn, CA",CA,38.95472222,-121.08166667
10419,AUO,"Auburn, AL",AL,32.61527778,-85.43194444
10419,AUO,"Auburn, AL",AL,32.615,-85.43388889
10423,BSM,"Austin, TX",TX,30.19444444,-97.67
10423,AUS,"Austin, TX",TX,30.19444444,-97.67
10424,AUW,"Wausau, WI",WI,44.92333333,-89.62305556
10424,AUW,"Wausau, WI",WI,44.92638889,-89.62694444
10424,AUW,"Wausau, WI",WI,44.92638889,-89.62666667
10427,AUZ,"Aurora, IL",IL,41.77083333,-88.47277778
10427,AUZ,"Aurora, IL",IL,41.77194444,-88.47555556
10431,AVL,"Asheville, NC",NC,35.435,-82.54111111
10431,AVL,"Asheville, NC",NC,35.43611111,-82.54194444
10431,AVL,"Asheville, NC",NC,35.43444444,-82.54277778
10433,AVO,"Avon Park, FL",FL,27.5925,-81.52694444
10433,AVO,"Avon Park, FL",FL,27.59138889,-81.52888889
10434,AVP,"Scranton/Wilkes-Barre, PA",PA,41.33916667,-75.72583333
10434,AVP,"Scranton/Wilkes-Barre, PA",PA,41.33861111,-75.72333333
10434,AVP,"Scranton/Wilkes-Barre, PA",PA,41.33833333,-75.72333333
10436,AVW,"Tucson, AZ",AZ,32.40916667,-111.21805556
10436,AVW,"Tucson, AZ",AZ,32.40944444,-111.21833333
10437,AVX,"Avalon, CA",CA,33.405,-118.41583333
10439,AWK,"Wake Island, TT",TT,19.28,166.64027778
10439,AWK,"Wake Island, TT",TT,19.2825,166.63666667
10440,AWM,"West Memphis, AR",AR,35.135,-90.23444444
10442,AWX,"Andrews, TX",TX,32.32944444,-102.53027778
10442,AWX,"Andrews, TX",TX,32.33111111,-102.52944444
10442,AWX,"Andrews, TX",TX,32.33083333,-102.52972222
10445,AXB,"Alexandria Bay, NY",NY,44.31666667,-75.89972222
10449,AXN,"Alexandria, MN",MN,45.86722222,-95.39416667
10449,AXN,"Alexandria, MN",MN,45.86638889,-95.39472222
10451,AXS,"Altus, OK",OK,34.69805556,-99.33805556
10451,AXS,"Altus, OK",OK,34.69888889,-99.33833333
10454,AXV,"Wapakoneta, OH",OH,40.49333333,-84.29888889
10454,AXV,"Wapakoneta, OH",OH,40.49361111,-84.29805556
10455,AXX,"Eagle Nest, NM",NM,36.42055556,-105.28944444
10455,AXX,"Eagle Nest, NM",NM,36.42194444,-105.29
10460,AYS,"Waycross, GA",GA,31.24916667,-82.39555556
10460,AYS,"Waycross, GA",GA,31.24861111,-82.39666667
10460,AYS,"Waycross, GA",GA,31.24833333,-82.39527778
10463,AZ1,"Grand Canyon, AZ",AZ,35.65083333,-112.14805556
10463,AZ1,"Grand Canyon, AZ",AZ,35.65055556,-112.14805556
10464,AZ2,"Williams, AZ",AZ,35.30222222,-112.19416667
10464,AZ2,"Williams, AZ",AZ,35.30555556,-112.19444444
